Nome;CPF;Email;UF;Telefone;Idade;Profissão
Natália Dias;243.105.769-07;pduarte@example.org;Paraíba;(061) 5431-5195;36;Auditor
Lucas Gabriel Moreira;823.590.417-97;nascimentoemanuella@example.com;Roraima;+55 (084) 1060 6582;31;Mototaxista
Gustavo Moraes;209.718.546-02;jdas-neves@example.com;Goiás;+55 21 0417 9900;42;Capitão
Luiza Rezende;084.957.231-23;almeidabenicio@example.net;Rio de Janeiro;+55 61 9513 8591;31;Encarregado de manutenção predial
Gustavo Henrique da Luz;438.097.152-04;sophie38@example.org;Pernambuco;+55 84 2362 9536;36;Marketeiro
Alana Cunha;597.042.613-06;santoscaio@example.org;Maranhão;+55 (041) 2378 9262;49;Gandula
Francisco Vieira;748.956.012-85;eferreira@example.com;Paraíba;21 8749 0866;68;Fundidor
Rafael Silva;860.497.512-85;raquel77@example.com;Sergipe;+55 (071) 5384 9268;59;Profissional de informática
Maria Ramos;938.267.145-55;cunhagabrielly@example.net;Santa Catarina;(071) 8437 9014;20;Transcritor
Sra. Stephany da Paz;587.931.604-10;rafaelada-cunha@example.org;Sergipe;+55 81 1586 6747;19;Engenheiro florestal
Srta. Alícia da Costa;931.675.280-95;duarteluna@example.net;Rio Grande do Sul;(081) 4496 2052;38;Marcador de luz
Sr. Enzo Ribeiro;109.632.854-24;razevedo@example.org;Minas Gerais;(071) 3051 7202;61;Odontologista estético
Vinicius Aragão;481.532.067-53;nfreitas@example.net;Ceará;(081) 5746-0209;16;Sacoleira
Melissa da Paz;791.342.860-04;martinsluana@example.com;Alagoas;+55 71 8131-8732;21;Skatista
Emanuella Dias;283.517.049-97;bernardo17@example.net;Mato Grosso do Sul;(061) 3224 1617;63;Profissional de rádio e tv
Fernando Araújo;569.348.120-42;castropedro-miguel@example.org;Amapá;+55 84 1716 0175;21;Tecnólogo em automação industrial
Anthony Freitas;379.406.581-66;da-pazjuliana@example.net;Rio de Janeiro;(084) 6090-9166;55;Profissional de informática
Sr. Luigi Almeida;728.345.096-38;clara44@example.org;Mato Grosso;84 6771-9651;23;Lenhador
Vitor Gabriel Rocha;467.583.902-92;emanuellaaraujo@example.org;Tocantins;84 5275 1492;46;Apresentador
Bruno Alves;683.074.921-22;carvalhocaroline@example.com;Amapá;0300 272 4972;38;Assistente administrativo
Dra. Ana Sophia da Luz;082.694.371-31;saraujo@example.org;Pará;(081) 7429 6772;68;Gestor de recursos humanos
Srta. Isabella Barros;293.658.401-98;correiaemilly@example.org;Goiás;11 1934 4395;21;Armador
Enzo Vieira;076.592.183-95;ramosbeatriz@example.com;Paraná;+55 41 7816-1110;54;Neonatologista
Maria Vitória Pires;642.790.531-70;pcardoso@example.net;Piauí;+55 (041) 4787-2094;59;Endocrinologista
Bianca Novaes;679.831.502-02;nicolaspires@example.org;Pará;71 0093 0095;67;Perfumista
Maria Cecília da Cunha;348.716.092-78;pedro-henriquecorreia@example.net;Pará;(071) 3698 6360;62;Governanta
Olivia Vieira;867.103.529-86;barrosarthur@example.com;Mato Grosso do Sul;(031) 5297-2497;62;Físico nuclear
Ana Julia Caldeira;457.092.613-43;souzaluiz-felipe@example.com;Piauí;(071) 8942 6620;37;Estilista
Henrique Aragão;548.120.736-26;rodriguesrafaela@example.org;Ceará;+55 (071) 4623-4231;41;Clínico geral
Miguel Correia;912.640.378-13;freitaskevin@example.net;Pernambuco;71 5232-8199;77;Papiloscopista
Alexia Nogueira;230.567.841-07;oteixeira@example.net;Piauí;81 5511-1003;70;Selecionador de pessoal
Nathan Aragão;418.693.072-40;luana61@example.com;Minas Gerais;61 8228 3564;25;Agente de defesa sanitária
Lucas Gabriel Pinto;408.715.263-44;agatha94@example.org;Alagoas;+55 (031) 0071-8774;53;Retificador
João Vitor das Neves;205.318.749-23;davi77@example.com;Alagoas;(041) 1340-1738;69;Fiscal
Dr. Leonardo Viana;980.452.163-60;ymartins@example.org;Bahia;21 6930-0968;65;Despachante
Rebeca Peixoto;263.415.907-25;maria-juliapires@example.com;Pará;21 2736 3154;51;Produtor de audio visual
Dr. Arthur da Rosa;625.190.473-99;bernardo32@example.org;Rio de Janeiro;(021) 1672 6298;58;Paramédico
João Guilherme da Cruz;560.273.849-56;vieiramaria-julia@example.org;Pará;(051) 0945-7884;69;Coordenador
Sra. Eduarda Fogaça;142.895.063-05;luizacosta@example.net;Mato Grosso;81 9464 4442;24;Profissional de marketing
Maria Julia Silveira;634.089.712-69;anthony72@example.net;Tocantins;+55 81 3813-7968;36;Traumatologista
Emanuel Costela;815.642.309-70;kribeiro@example.com;Paraíba;+55 (084) 0973-6420;51;Karateca
Mariana Oliveira;849.057.326-38;sophie22@example.com;Rio de Janeiro;+55 51 0564 5172;22;Químico farmacêutico
Maria Luiza Rocha;704.369.821-96;esther25@example.net;Espírito Santo;84 0241 8155;77;Enfermeiro
Camila Campos;645.173.098-00;qcunha@example.com;Minas Gerais;+55 (021) 7589 7718;77;Profissional de relações públicas
Maria Pereira;395.470.128-60;da-mataigor@example.net;Roraima;31 5946 4517;51;Economista
Pedro Pires;427.501.896-67;jda-rosa@example.org;Pará;+55 (031) 8992-5557;57;Artesão
Davi Luiz Freitas;598.674.301-66;lavinia21@example.org;São Paulo;84 1098 3663;57;Estivador
Alícia Fogaça;608.973.124-22;vitor-hugocostela@example.org;Espírito Santo;+55 31 9949-7702;19;Jogador de futebol
Sophia Cardoso;972.153.846-91;oda-cunha@example.org;Santa Catarina;31 8169-3687;58;Especialista em agronegócios
Alice Rodrigues;157.209.486-94;silvajoao-pedro@example.org;Mato Grosso do Sul;31 9525 6418;30;Odontologista legal
Emanuelly Farias;926.814.035-70;nunesluiz-miguel@example.org;Mato Grosso;+55 51 0701 5922;58;Lactarista hospitalar
João Dias;091.854.263-42;yasmin13@example.net;Paraná;(061) 8392-2943;51;Paisagista
Camila Azevedo;203.769.145-99;lorena23@example.com;Amazonas;(084) 9958-5258;74;Técnico em radiologia
Valentina Novaes;065.273.481-26;nsilveira@example.org;Alagoas;(061) 5118-5484;39;Técnico em tratamento de água
Mirella Aragão;037.241.598-97;qsales@example.com;Paraíba;+55 21 4886-5713;22;Historiador
Maria Luiza Gomes;358.709.426-83;imelo@example.net;Goiás;+55 (011) 3807-0485;49;Capelão
Luiz Fernando Castro;392.471.806-78;razevedo@example.com;Roraima;81 0156-0549;65;Costureira
Srta. Letícia da Cunha;432.176.580-35;daniel60@example.net;Santa Catarina;+55 (071) 1346-2501;67;Continuista
Sr. Enrico Carvalho;037.148.295-04;nunesbruno@example.org;Bahia;(084) 3958 5080;40;Gagsman
Juan Cavalcanti;483.126.079-78;santosjoao@example.net;Paraná;+55 (021) 8084-2802;49;Auxiliar de serviços gerais
Sr. Luiz Henrique da Rosa;549.628.710-30;lpires@example.org;Pernambuco;(031) 5252 4422;61;Selecionador de pessoal
Bianca Rezende;603.451.928-42;cunhaluiz-fernando@example.com;Pará;+55 (011) 7655 8754;66;Esteticista
Maria Sophia Pires;915.274.638-00;maria-luizarocha@example.com;Espírito Santo;(021) 1711 6549;72;Governanta
Noah Silva;847.530.129-05;vitor-gabrieloliveira@example.org;Goiás;+55 41 1234-4230;35;Viveirista
Arthur Barros;591.634.278-00;wda-conceicao@example.org;São Paulo;+55 31 4492 2794;66;Agrimensor
Felipe Costa;693.042.851-51;valentinagomes@example.org;São Paulo;0800 696 7083;68;Polidor de produção
João Vitor Campos;459.231.807-23;souzaana-laura@example.net;Roraima;81 5046 8822;34;Profissional de hotelaria
Natália Moura;859.642.703-10;emanuel61@example.org;Distrito Federal;84 5117-0771;56;Engenheiro físico
Dr. João Lucas Azevedo;854.296.071-85;pereiraesther@example.com;Rio de Janeiro;(084) 1192-2816;37;Dedetizador
Srta. Bruna Lima;310.754.628-35;davi-luiz34@example.net;Mato Grosso;+55 (081) 0678 5693;55;Radialista programador
Alice Monteiro;716.852.049-02;silvafernanda@example.com;Distrito Federal;(021) 9866 3870;45;Agricultor
Olivia Correia;803.256.419-51;ana34@example.org;Mato Grosso do Sul;31 3540-3314;46;Repórter
Bianca Araújo;179.254.086-85;ylopes@example.org;Piauí;+55 (011) 1727-6428;74;Empacotador
Heitor Barros;596.421.807-58;juandias@example.com;Espírito Santo;(071) 8255-3792;22;Artesão
Rodrigo Moraes;947.680.521-85;znogueira@example.net;Distrito Federal;0500 160 2067;55;Coreógrafo
Dr. Felipe Monteiro;508.917.426-11;castromariane@example.org;Tocantins;21 6603 0003;64;Notário
Marcos Vinicius Dias;945.017.263-34;calebeferreira@example.com;Distrito Federal;+55 (011) 3641 8243;56;Caminhoneiro
Lorena Pires;201.748.359-14;maysa50@example.org;Santa Catarina;(084) 0227 4051;71;Modelista
Maysa Campos;635.198.204-98;lorenzocunha@example.com;Distrito Federal;+55 (011) 8906-5190;72;Investigador de Polícia
Marcelo Viana;749.085.123-88;thiagoda-mota@example.net;Paraíba;+55 51 7509 1230;49;Veterinário
Kaique da Mata;564.127.908-02;ana-julia55@example.org;Distrito Federal;+55 51 5669 4571;55;Escoteiro
Carolina da Conceição;741.562.930-25;portomatheus@example.com;Minas Gerais;21 4394-7097;59;Designer de interiores
Esther Costela;073.598.261-95;silvaclarice@example.net;Mato Grosso do Sul;(041) 4309 8505;57;Cortador de cana-de-açucar
Dra. Ana Lívia Sales;752.490.361-80;maiteda-conceicao@example.com;Roraima;0800-096-2723;78;Técnico em rede
Maria Porto;190.247.635-25;brunoramos@example.net;Roraima;+55 (084) 8098-8196;31;Meeiro
Raquel Carvalho;817.469.325-46;julia76@example.net;Rio Grande do Sul;+55 (041) 6643-6394;20;Coronel
Anthony Nunes;463.921.807-96;anthonyteixeira@example.net;Rondônia;+55 21 9014 8700;19;Astrofísico
Heloísa da Rocha;217.946.580-76;luiz-miguel79@example.net;Bahia;+55 (031) 5586-6751;29;Endocrinologista
Sr. Otávio Pires;915.320.678-95;luiz-fernando80@example.org;Bahia;11 4160 9619;34;Ortodontista
Ana Souza;369.407.825-83;felipeda-rosa@example.com;Acre;31 9530 4402;76;Procurador de justiça
Ana Carolina da Paz;189.734.620-40;zcarvalho@example.net;Pernambuco;+55 41 9136 2880;56;Instalador de linha telefônica
Maria Clara Silva;825.749.016-49;bcardoso@example.net;Rondônia;+55 41 5520 0779;26;Militar do Exército
Thales Moraes;527.086.149-67;theo35@example.org;Pernambuco;+55 (061) 7286 8053;42;Pneumologista
Ana Beatriz Ramos;243.806.597-47;fariasana-vitoria@example.org;Roraima;51 2252 0744;45;Vendedor
Vitor Gabriel Novaes;731.459.286-19;levimonteiro@example.com;Maranhão;(081) 7215-1385;24;Massoterapeuta
Mirella Ribeiro;741.839.652-09;maria-fernandajesus@example.net;Amazonas;21 5691 5531;35;Representante comercial
Julia Silveira;984.721.365-82;brenda08@example.com;Rondônia;+55 81 3000-1122;38;Restaurador
Ana Lívia Mendes;371.524.089-04;alana41@example.net;Amazonas;+55 (051) 6953-8550;68;Estofador
Sabrina Viana;394.856.012-98;duarteanthony@example.com;Tocantins;0800-038-9799;63;Profissional de comércio exterior
Brenda Aragão;178.304.692-96;alexiaoliveira@example.net;Rondônia;+55 41 5864-9431;45;Cartazeiro
Francisco Almeida;528.769.031-21;emanuelmoura@example.net;Distrito Federal;+55 51 4160 6896;39;Artista de circo
Pietra Moreira;921.587.634-00;eloahcarvalho@example.com;Alagoas;21 8348-0104;26;Funileiro
Sr. Levi Martins;748.356.019-39;qrocha@example.net;Paraná;41 8256 9558;42;Produtor de eventos
Ana Carolina da Costa;479.501.386-10;ninanascimento@example.com;Santa Catarina;+55 (081) 4117 1569;62;Desenhista
Heloísa Sales;810.973.654-84;silvajoao-vitor@example.net;São Paulo;+55 (071) 0205-6366;70;Broker/Corretor da bolsa de valores
Sra. Luna das Neves;164.579.283-82;barbosaantonio@example.com;Paraná;0800 064 1495;64;Contábil
Raul Nascimento;873.106.524-44;maysa92@example.net;Maranhão;(031) 9732-4561;68;Engenheiro de controle e automação
Danilo Pereira;459.108.627-58;isales@example.net;Minas Gerais;+55 (061) 7059-2601;25;Bóia-fria
Gabriel Martins;605.294.837-00;freitascamila@example.net;Acre;21 6535-4136;70;Astrólogo
Juliana Alves;178.690.354-75;caua12@example.net;Sergipe;+55 21 2955 4441;76;Engenheiro de iluminação
Srta. Luana Rezende;906.831.725-30;nathan09@example.org;Ceará;+55 (081) 0934 3612;48;Encanador
Sophia Oliveira;256.189.730-30;augustoaragao@example.org;Minas Gerais;0500-173-5850;36;Acupunturista
Camila Gomes;946.730.281-04;silvadavi-lucas@example.net;Acre;84 0683 6180;16;Jogador de badminton
Matheus Nascimento;257.093.164-07;rodriguesotavio@example.com;Roraima;0300-782-8349;63;Topógrafo
Eduarda Costela;296.754.038-29;ralves@example.net;Rondônia;(061) 3932-3038;44;Headhunter
Sophia Fogaça;987.015.362-30;raquel45@example.net;Goiás;+55 61 9506 3614;56;Agente de defesa sanitária
Sra. Melissa Ramos;248.693.071-03;marianeporto@example.net;Pará;+55 11 5747-9516;28;Babysitter
Isis Viana;519.830.624-05;mariada-paz@example.net;Rio Grande do Norte;+55 31 0595-7099;39;Investigador de Polícia
Guilherme Cavalcanti;839.625.701-95;maria-fernandanunes@example.org;Rio de Janeiro;61 2979-3246;31;Comissário de bordo
Marcelo Silva;102.598.346-70;ylopes@example.net;Sergipe;+55 11 0132-6229;69;Ambulante
Joana Santos;675.801.429-02;raul99@example.org;Rondônia;11 4970-6870;60;Intérprete
Beatriz Mendes;463.072.951-80;rochagustavo@example.com;Amazonas;+55 (051) 6418-5123;36;Marketeiro
Beatriz Gonçalves;056.382.147-71;qda-conceicao@example.org;São Paulo;(021) 4745 4916;76;Parteira tradicional
Nathan Santos;490.783.652-00;bryanda-mata@example.org;Distrito Federal;+55 (051) 7230 5193;30;Pneumologista
Esther da Conceição;625.314.089-24;cavalcantigabriel@example.com;Roraima;11 4788 3673;42;Paginador
Dr. Kevin Carvalho;249.601.873-87;clarada-rocha@example.com;Espírito Santo;(084) 8570 7232;22;Empregado doméstico
Henrique Porto;526.934.071-25;pietravieira@example.org;Espírito Santo;+55 81 2901 9559;24;Engenheiro de som
Lara Farias;309.485.126-60;silveiraluiz-gustavo@example.org;Paraíba;+55 11 1729-6246;69;Embalsamador
Mariane Duarte;217.903.854-23;santosclarice@example.org;Santa Catarina;(041) 6997 5212;49;Compositor
Theo Cardoso;432.016.759-70;gcastro@example.com;Sergipe;+55 21 9979 5074;59;Grafologista
Alexia Porto;109.346.785-10;barbara21@example.org;Tocantins;41 0201 6422;25;Perito criminal
Rafael da Rocha;638.542.079-56;azevedocatarina@example.com;Ceará;61 7715-6539;75;Jóquei
Dr. Gustavo Henrique Monteiro;590.871.243-41;lopesmatheus@example.com;Maranhão;+55 (011) 1301 1185;57;Almirante
Dra. Maria Clara Melo;915.376.408-01;rezendeenrico@example.org;Pará;81 7182-4666;69;Cartunista
Lucca da Mota;275.394.816-09;gabrielaalmeida@example.org;Ceará;(061) 6345 8448;20;Apontador de mão-de-obra
Vitor Hugo Aragão;908.516.473-75;isis92@example.net;Pernambuco;+55 (021) 2117-2206;37;Cientista
Caroline Nascimento;164.703.825-17;gbarbosa@example.com;Minas Gerais;(084) 8063-3230;67;Funileiro
Maria Sophia Melo;807.946.532-00;benjamin14@example.net;Rio de Janeiro;+55 11 2003-5487;17;Clap loader
Sabrina Viana;306.425.781-17;dcardoso@example.org;Goiás;+55 61 3315 5754;18;Designer de jóia
Augusto Rocha;013.458.976-93;barrosotavio@example.net;Roraima;+55 (061) 8941 8364;65;Maquinista
Dr. Daniel Silva;093.214.867-04;luiz-henrique49@example.com;Roraima;(041) 1416 2589;32;Técnico em hardware
Heloísa Dias;527.890.163-21;nda-cunha@example.org;Maranhão;+55 41 7722 6243;62;Personal stylist
Dra. Lívia Cavalcanti;483.215.607-17;da-rochamarcos-vinicius@example.com;Pará;(061) 3774-7888;32;Grafologista
Theo Pires;801.976.523-95;gomesenrico@example.org;Santa Catarina;+55 (011) 2854-4007;62;Jogador de badminton
Dra. Valentina Correia;489.263.507-38;monteirodavi-lucca@example.net;Rondônia;+55 84 4970-4556;18;Antropólogo
João Pedro Caldeira;904.382.715-05;ana-luizacosta@example.net;Acre;(084) 9829 3450;75;Inspetor
Gustavo Freitas;927.815.063-03;rodriguesbernardo@example.org;Mato Grosso;(084) 4111 6341;29;Faxineiro
Rebeca Moura;859.704.632-56;wferreira@example.org;Amapá;(011) 2438 5476;31;Cumim
Juan Mendes;031.625.784-26;biancafogaca@example.org;Pernambuco;+55 41 6196 3730;63;Soldado
Sra. Evelyn Lopes;271.893.506-59;igor32@example.net;Maranhão;(081) 2732-1019;76;Enólogo
Nicole Peixoto;157.903.846-84;jmoura@example.net;Roraima;(051) 5212-6849;60;Moldador
Heitor Cavalcanti;543.891.270-04;pdias@example.org;Amazonas;61 1907 1878;29;Estilista
Amanda da Mata;975.408.236-74;carvalhopedro@example.com;São Paulo;41 9008 8748;60;Empacotador
Sophia Dias;026.854.397-65;cardosojoao-pedro@example.com;Mato Grosso;+55 81 8314-7898;37;Revisor
Dr. Ryan Aragão;034.578.192-97;juliafogaca@example.com;Acre;(021) 6305-5106;57;Meredeira
Amanda Gonçalves;145.086.297-76;piresrafael@example.org;Paraná;+55 (084) 4384-3036;59;Gerente de vendas
Danilo Correia;623.410.879-22;beatriz56@example.org;Espírito Santo;(041) 0533 4809;17;Epidemiólogo
Manuela da Conceição;097.381.526-40;ida-rocha@example.net;Acre;(011) 4296-5592;74;Urologista
João Cardoso;528.396.170-21;tfarias@example.net;Rio de Janeiro;(071) 7906 3578;75;Torreiro/Torrista
Cauã Gomes;328.965.740-00;heitor36@example.net;Pernambuco;+55 21 8318-3177;24;Operador de vídeo
Camila Monteiro;861.402.973-03;fernandesmaria-julia@example.com;Rio Grande do Sul;+55 84 3968 1896;61;Engenheiro de produto ou produção
Emanuella Nogueira;120.846.795-67;mirella38@example.org;Rondônia;21 4124 6956;72;Bóia-fria
Olivia Ramos;249.671.580-30;juliafreitas@example.net;Distrito Federal;31 6652-5960;70;Técnico em higiene dentária
Dr. Theo Araújo;502.831.647-35;uda-mota@example.com;Amapá;61 7566-3729;71;Neurocirurgião
Renan Silveira;054.198.763-10;cunhafelipe@example.net;São Paulo;61 9304-7686;23;Profissional de reciclagem
Calebe Barbosa;768.549.201-67;sophiealmeida@example.org;Amazonas;+55 41 1900-4930;24;Assistente de câmera
Lavínia Mendes;279.561.830-30;luiz-miguel77@example.com;Acre;+55 21 5528 6244;63;Sonoplasta
Enzo Farias;651.208.973-12;novaesmirella@example.com;Paraíba;0500 873 3318;27;Taxista
Lívia Almeida;302.896.154-70;vieiraana-beatriz@example.com;Piauí;81 3223-9071;54;Microfonista
Raquel Gomes;015.347.862-44;barbosajoaquim@example.com;Ceará;+55 (021) 0338-0251;29;Relações públicas
Francisco Lopes;284.367.095-00;sophie69@example.com;Sergipe;0500 242 8983;47;Ambientalista
Srta. Ana Julia Fernandes;356.412.970-70;avieira@example.net;Goiás;+55 11 5835-4869;52;Notário
Stephany Oliveira;120.897.365-77;jesusleandro@example.com;Paraíba;+55 71 0681-0130;66;Profissional de recursos humanos
Dra. Caroline Ramos;846.930.572-74;das-nevesgustavo@example.org;São Paulo;11 4734-2550;48;Aviador
Emanuelly Rodrigues;650.438.791-57;diogo72@example.com;Pernambuco;81 6024 1218;25;Odontologista preventivo e social
Sofia Nogueira;718.203.549-97;franciscoda-costa@example.com;Maranhão;(061) 6713 2309;23;Conferente de expedição
Pedro Lucas Oliveira;930.124.856-51;aliciasilveira@example.com;Amazonas;41 4699 3591;67;Técnico em taquigrafia
Vinicius da Costa;267.931.850-12;benicio62@example.com;Acre;(011) 1063 9093;51;Marechal
Marcos Vinicius da Cruz;670.825.193-03;sjesus@example.net;Mato Grosso;+55 41 0793-2985;76;Continuista
Dr. Arthur da Luz;634.572.891-82;oda-cunha@example.org;Rio Grande do Sul;(051) 5455 0453;41;Corredor de atletismo
Luiz Felipe da Conceição;819.762.435-64;ana-clarafogaca@example.com;Bahia;(061) 6531-3631;76;Harpista
Srta. Sarah Martins;790.168.435-66;maria-juliada-conceicao@example.net;Paraná;(061) 6510 5576;58;Alfaiate
Gustavo Henrique Moreira;940.631.578-57;xnogueira@example.org;Paraíba;+55 (021) 0471 9710;39;Funileiro
Leonardo da Costa;089.465.172-20;das-nevesemilly@example.com;Pará;+55 21 8126 4604;21;Cantor
Beatriz Santos;698.072.451-76;barbosadaniela@example.com;Bahia;71 9189 8344;28;Ambulante
Helena Teixeira;863.741.950-00;joao-miguel19@example.com;São Paulo;+55 (011) 0702-0028;25;Administrador
Sofia Jesus;107.948.536-84;obarros@example.com;Espírito Santo;0900-857-8960;47;Corregedor de justiça
Antônio Moraes;958.062.347-38;otavioda-rocha@example.com;Distrito Federal;(071) 8882-4989;20;Engenheiro agrícola
Sr. Benjamin da Rocha;876.941.302-96;pnunes@example.com;Rio Grande do Norte;+55 (021) 2106-9128;40;Editor
Pedro Miguel Peixoto;182.546.709-94;rodrigoaragao@example.org;Ceará;+55 81 2129-6155;79;Leiteiro
Ana Laura Gomes;923.057.841-04;renanmendes@example.com;Sergipe;+55 61 2449 5348;34;Agente de viagens
Isabel Aragão;354.219.678-91;lmelo@example.org;Espírito Santo;11 5115 2143;59;Engenheiro cartográfico
Sra. Clarice Lima;391.675.482-37;ada-rocha@example.net;Pernambuco;0500-325-1320;42;Cientista de alimentos
